jd_id,title,role_level,exp_level_raw,min_exp_years,exp_range_raw,skills_raw,required_skills,keywords_raw,keywords,responsibilities,raw_text,source_type,required_skill_count
CA001,Cloud Architect,fresher,Fresher,0.0,0,AWS fundamentals; Azure basics; GCP basics; Docker introduction; Kubernetes basics; Python basics; Bash scripting; Cloud security fundamentals,"[""aws fundamentals"", ""azure basics"", ""gcp basics"", ""docker introduction"", ""kubernetes basics"", ""python basics"", ""bash scripting"", ""cloud security fundamentals""]",Cloud Computing; AWS; Azure; GCP; Docker; Kubernetes; Python; Cloud Security; Scripting; Virtualization,"[""cloud computing"", ""aws"", ""azure"", ""gcp"", ""docker"", ""kubernetes"", ""python"", ""cloud security"", ""scripting"", ""virtualization""]",Assist in deploying basic cloud infrastructure; Support configuration of cloud storage and networking; Work with senior engineers on containerization projects; Document cloud setup and processes,Cloud Architect AWS fundamentals; Azure basics; GCP basics; Docker introduction; Kubernetes basics; Python basics; Bash scripting; Cloud security fundamentals Assist in deploying basic cloud infrastructure; Support configuration of cloud storage and networking; Work with senior engineers on containerization projects; Document cloud setup and processes,jd,8
CA002,Cloud Solutions Associate,fresher,Fresher,0.0,0-1,Cloud storage basics; Networking fundamentals; Docker; Terraform basics; Linux administration; Java basics,"[""cloud storage basics"", ""networking fundamentals"", ""docker"", ""terraform basics"", ""linux administration"", ""java basics""]",AWS; Terraform; Cloud Basics; Infrastructure as Code; Docker; Virtualization; Python; Cloud Security,"[""aws"", ""terraform"", ""cloud basics"", ""infrastructure as code"", ""docker"", ""virtualization"", ""python"", ""cloud security""]",Assist in provisioning virtual machines; Support deployment of test environments; Help with Infrastructure as Code basics; Perform troubleshooting under supervision,Cloud Solutions Associate Cloud storage basics; Networking fundamentals; Docker; Terraform basics; Linux administration; Java basics Assist in provisioning virtual machines; Support deployment of test environments; Help with Infrastructure as Code basics; Perform troubleshooting under supervision,jd,6
CA003,Junior Cloud Engineer,fresher,Fresher,0.0,0-1,Cloud networking; Docker basics; Kubernetes fundamentals; CI/CD introduction; Python scripting,"[""cloud networking"", ""docker basics"", ""kubernetes fundamentals"", ""ci/cd introduction"", ""python scripting""]",CI/CD; Cloud Computing; Docker; Kubernetes; Automation; Scripting; AWS; Azure,"[""ci/cd"", ""cloud computing"", ""docker"", ""kubernetes"", ""automation"", ""scripting"", ""aws"", ""azure""]",Work on basic automation tasks; Assist in CI/CD pipeline setup; Support in monitoring cloud resources; Write simple scripts for automation,Junior Cloud Engineer Cloud networking; Docker basics; Kubernetes fundamentals; CI/CD introduction; Python scripting Work on basic automation tasks; Assist in CI/CD pipeline setup; Support in monitoring cloud resources; Write simple scripts for automation,jd,5
CA004,Cloud Trainee,fresher,Fresher,0.0,0,Cloud storage basics; IAM fundamentals; Python scripting; Bash; Basic networking,"[""cloud storage basics"", ""iam fundamentals"", ""python scripting"", ""bash"", ""basic networking""]",Cloud Security; IAM; Python; AWS; Azure; GCP; Cloud Computing,"[""cloud security"", ""iam"", ""python"", ""aws"", ""azure"", ""gcp"", ""cloud computing""]",Shadow senior architects in migration projects; Support setup of IAM roles; Assist with troubleshooting,Cloud Trainee Cloud storage basics; IAM fundamentals; Python scripting; Bash; Basic networking Shadow senior architects in migration projects; Support setup of IAM roles; Assist with troubleshooting,jd,5
CA005,Associate Cloud Architect,fresher,Fresher,0.0,0-1,AWS basics; Azure basics; Docker; Linux administration; Cloud database basics,"[""aws basics"", ""azure basics"", ""docker"", ""linux administration"", ""cloud database basics""]",Cloud Computing; AWS; Azure; Docker; Cloud Databases; Virtualization,"[""cloud computing"", ""aws"", ""azure"", ""docker"", ""cloud databases"", ""virtualization""]",Assist with cloud deployments; Configure test databases in cloud; Work on container deployments,Associate Cloud Architect AWS basics; Azure basics; Docker; Linux administration; Cloud database basics Assist with cloud deployments; Configure test databases in cloud; Work on container deployments,jd,5
CA006,Cloud Engineer,unknown,Experienced,3.0,3,AWS; Azure; Kubernetes; Terraform; Python scripting; CI/CD pipelines; Cloud security compliance,"[""aws"", ""azure"", ""kubernetes"", ""terraform"", ""python scripting"", ""ci/cd pipelines"", ""cloud security compliance""]",Cloud Architecture; AWS; Azure; Terraform; Kubernetes; CI/CD; Automation; Python; Cloud Security,"[""cloud architecture"", ""aws"", ""azure"", ""terraform"", ""kubernetes"", ""ci/cd"", ""automation"", ""python"", ""cloud security""]",Design scalable cloud infrastructure; Automate deployments using Terraform; Implement CI/CD pipelines; Collaborate on security compliance projects,Cloud Engineer AWS; Azure; Kubernetes; Terraform; Python scripting; CI/CD pipelines; Cloud security compliance Design scalable cloud infrastructure; Automate deployments using Terraform; Implement CI/CD pipelines; Collaborate on security compliance projects,jd,7
CA007,Senior Cloud Architect,senior,Experienced,7.0,7,AWS multi-cloud; Azure networking; Kubernetes orchestration; CloudFormation; Ansible; DevOps automation; Leadership,"[""aws multi-cloud"", ""azure networking"", ""kubernetes orchestration"", ""cloudformation"", ""ansible"", ""devops automation"", ""leadership""]",Cloud Architecture; Hybrid Cloud; AWS; Azure; GCP; Kubernetes; DevOps; CloudFormation; Leadership,"[""cloud architecture"", ""hybrid cloud"", ""aws"", ""azure"", ""gcp"", ""kubernetes"", ""devops"", ""cloudformation"", ""leadership""]",Lead cloud migration projects; Architect hybrid cloud environments; Mentor junior engineers; Ensure compliance with governance frameworks,Senior Cloud Architect AWS multi-cloud; Azure networking; Kubernetes orchestration; CloudFormation; Ansible; DevOps automation; Leadership Lead cloud migration projects; Architect hybrid cloud environments; Mentor junior engineers; Ensure compliance with governance frameworks,jd,7
CA008,Lead Cloud Solutions Architect,lead,Experienced,10.0,10,Multi-cloud strategy; Serverless architecture; Microservices design; Terraform; Python; Cloud cost optimization; Stakeholder management,"[""multi-cloud strategy"", ""serverless architecture"", ""microservices design"", ""terraform"", ""python"", ""cloud cost optimization"", ""stakeholder management""]",Cloud Strategy; Serverless; Microservices; Terraform; AWS; Azure; Python; Leadership,"[""cloud strategy"", ""serverless"", ""microservices"", ""terraform"", ""aws"", ""azure"", ""python"", ""leadership""]",Drive enterprise cloud strategy; Design serverless and microservices-based architectures; Optimize cloud costs; Lead cross-functional cloud teams,Lead Cloud Solutions Architect Multi-cloud strategy; Serverless architecture; Microservices design; Terraform; Python; Cloud cost optimization; Stakeholder management Drive enterprise cloud strategy; Design serverless and microservices-based architectures; Optimize cloud costs; Lead cross-functional cloud teams,jd,7
CA009,Cloud Security Architect,unknown,Experienced,6.0,6,Cloud security; IAM; Encryption; Compliance frameworks; AWS; Azure; Python scripting,"[""cloud security"", ""iam"", ""encryption"", ""compliance frameworks"", ""aws"", ""azure"", ""python scripting""]",Cloud Security; IAM; Encryption; Compliance; AWS; Azure; Python,"[""cloud security"", ""iam"", ""encryption"", ""compliance"", ""aws"", ""azure"", ""python""]",Implement IAM policies; Ensure compliance with GDPR and HIPAA; Secure cloud workloads; Lead security audits,Cloud Security Architect Cloud security; IAM; Encryption; Compliance frameworks; AWS; Azure; Python scripting Implement IAM policies; Ensure compliance with GDPR and HIPAA; Secure cloud workloads; Lead security audits,jd,7
CA010,DevOps Cloud Architect,unknown,Experienced,5.0,5,AWS; Azure DevOps; CI/CD pipelines; Terraform; Docker; Kubernetes; Python,"[""aws"", ""azure devops"", ""ci/cd pipelines"", ""terraform"", ""docker"", ""kubernetes"", ""python""]",DevOps; Cloud Architecture; AWS; Azure; Terraform; CI/CD; Automation; Kubernetes,"[""devops"", ""cloud architecture"", ""aws"", ""azure"", ""terraform"", ""ci/cd"", ""automation"", ""kubernetes""]",Integrate DevOps practices into cloud deployments; Manage CI/CD pipelines; Automate provisioning; Support developers with infrastructure,DevOps Cloud Architect AWS; Azure DevOps; CI/CD pipelines; Terraform; Docker; Kubernetes; Python Integrate DevOps practices into cloud deployments; Manage CI/CD pipelines; Automate provisioning; Support developers with infrastructure,jd,7
CA011,Cloud Infrastructure Architect,unknown,Experienced,8.0,8,AWS; Azure; Hybrid cloud; SDN; Cloud networking; Terraform; Python,"[""aws"", ""azure"", ""hybrid cloud"", ""sdn"", ""cloud networking"", ""terraform"", ""python""]",Cloud Infrastructure; Hybrid Cloud; AWS; Azure; Terraform; Networking; Python,"[""cloud infrastructure"", ""hybrid cloud"", ""aws"", ""azure"", ""terraform"", ""networking"", ""python""]",Design resilient infrastructure; Architect hybrid environments; Manage large-scale cloud networking; Collaborate with IT security,Cloud Infrastructure Architect AWS; Azure; Hybrid cloud; SDN; Cloud networking; Terraform; Python Design resilient infrastructure; Architect hybrid environments; Manage large-scale cloud networking; Collaborate with IT security,jd,7
CA012,Multi-Cloud Architect,unknown,Experienced,9.0,9,AWS; Azure; GCP; Kubernetes; Terraform; Microservices architecture; Leadership,"[""aws"", ""azure"", ""gcp"", ""kubernetes"", ""terraform"", ""microservices architecture"", ""leadership""]",Multi-Cloud; Cloud Architecture; AWS; Azure; GCP; Kubernetes; Terraform,"[""multi-cloud"", ""cloud architecture"", ""aws"", ""azure"", ""gcp"", ""kubernetes"", ""terraform""]",Design multi-cloud strategies; Build cross-platform applications; Mentor engineers; Collaborate with stakeholders,Multi-Cloud Architect AWS; Azure; GCP; Kubernetes; Terraform; Microservices architecture; Leadership Design multi-cloud strategies; Build cross-platform applications; Mentor engineers; Collaborate with stakeholders,jd,7
CA013,Cloud Migration Specialist,unknown,Experienced,4.0,4,AWS; Azure; GCP; Terraform; Python; Cloud migration; Database migration,"[""aws"", ""azure"", ""gcp"", ""terraform"", ""python"", ""cloud migration"", ""database migration""]",Cloud Migration; AWS; Azure; GCP; Terraform; Database Migration; Cloud Architecture,"[""cloud migration"", ""aws"", ""azure"", ""gcp"", ""terraform"", ""database migration"", ""cloud architecture""]",Migrate on-premise applications to cloud; Implement database migration strategies; Ensure minimal downtime during migration,Cloud Migration Specialist AWS; Azure; GCP; Terraform; Python; Cloud migration; Database migration Migrate on-premise applications to cloud; Implement database migration strategies; Ensure minimal downtime during migration,jd,7
CA014,Cloud Automation Engineer,unknown,Experienced,5.0,5,Terraform; CloudFormation; Ansible; AWS; Python; Kubernetes,"[""terraform"", ""cloudformation"", ""ansible"", ""aws"", ""python"", ""kubernetes""]",Automation; Terraform; CloudFormation; Ansible; AWS; Python; IaC,"[""automation"", ""terraform"", ""cloudformation"", ""ansible"", ""aws"", ""python"", ""iac""]",Automate infrastructure provisioning; Maintain Infrastructure as Code; Support scaling workloads,Cloud Automation Engineer Terraform; CloudFormation; Ansible; AWS; Python; Kubernetes Automate infrastructure provisioning; Maintain Infrastructure as Code; Support scaling workloads,jd,6
CA015,Cloud Platform Architect,unknown,Experienced,7.0,7,AWS; Azure; Kubernetes; Docker Swarm; CI/CD; Terraform; Python,"[""aws"", ""azure"", ""kubernetes"", ""docker swarm"", ""ci/cd"", ""terraform"", ""python""]",Cloud Platform; Kubernetes; Docker Swarm; AWS; Azure; Terraform; CI/CD,"[""cloud platform"", ""kubernetes"", ""docker swarm"", ""aws"", ""azure"", ""terraform"", ""ci/cd""]",Design cloud platforms for enterprise; Implement Kubernetes clusters; Lead container orchestration strategies,Cloud Platform Architect AWS; Azure; Kubernetes; Docker Swarm; CI/CD; Terraform; Python Design cloud platforms for enterprise; Implement Kubernetes clusters; Lead container orchestration strategies,jd,7
